2021-07-17 00:33:33.8460|DEBUG|NetWork.Program|me
2021-07-17 00:38:56.2530|DEBUG|NetWork.Program|me
2021-07-17 00:38:56.8318|DEBUG|NetWork.Program|‎‎חיבור לשולחן עבודה מרוחק
2021-07-17 00:39:26.6953|DEBUG|NetWork.Program|me
2021-07-17 00:39:27.3698|DEBUG|NetWork.Program|‎‎חיבור לשולחן עבודה מרוחק
2021-07-17 00:39:42.9808|DEBUG|NetWork.Program|me
2021-07-17 00:39:43.6038|DEBUG|NetWork.Program|‎‎חיבור לשולחן עבודה מרוחק
2021-07-17 00:41:10.4900|DEBUG|NetWork.Program|me
2021-07-17 01:25:07.3955|DEBUG|NetWork.Program|me
2021-07-17 01:25:11.0793|DEBUG|NetWork.Program|me
2021-07-17 03:00:37.2968|DEBUG|NetWork.Program|me
2021-07-17 03:00:41.1157|DEBUG|NetWork.Program|me
2021-07-17 05:15:38.5008|DEBUG|NetWork.Program|me
2021-07-17 05:16:11.0959|DEBUG|NetWork.Program|me
2021-07-17 05:17:07.5323|DEBUG|NetWork.Program|me
2021-07-17 05:17:11.0783|DEBUG|NetWork.Program|me
2021-07-17 05:17:52.6742|DEBUG|NetWork.Program|me
2021-07-17 05:18:11.1062|DEBUG|NetWork.Program|me
2021-07-17 05:18:52.5482|DEBUG|NetWork.Program|me
2021-07-17 05:19:11.4094|DEBUG|NetWork.Program|me
2021-07-17 05:19:37.2521|DEBUG|NetWork.Program|me
2021-07-17 05:20:11.4313|DEBUG|NetWork.Program|me
2021-07-17 05:21:07.5350|DEBUG|NetWork.Program|me
2021-07-17 05:21:11.1183|DEBUG|NetWork.Program|me
2021-07-17 05:22:07.5823|DEBUG|NetWork.Program|me
2021-07-17 05:22:11.0936|DEBUG|NetWork.Program|me
2021-07-17 05:22:52.5356|DEBUG|NetWork.Program|me
2021-07-17 05:23:26.0881|DEBUG|NetWork.Program|me
2021-07-17 05:24:07.5457|DEBUG|NetWork.Program|me
2021-07-17 05:24:26.3896|DEBUG|NetWork.Program|me
2021-07-17 05:26:07.2198|DEBUG|NetWork.Program|me
2021-07-17 05:26:26.1126|DEBUG|NetWork.Program|me
2021-07-17 05:28:07.5630|DEBUG|NetWork.Program|me
2021-07-17 05:28:56.0974|DEBUG|NetWork.Program|me
2021-07-17 05:29:22.5315|DEBUG|NetWork.Program|me
2021-07-17 05:29:56.3990|DEBUG|NetWork.Program|me
2021-07-17 05:30:37.5628|DEBUG|NetWork.Program|me
2021-07-17 05:30:56.0999|DEBUG|NetWork.Program|me
2021-07-17 05:31:22.2465|DEBUG|NetWork.Program|me
2021-07-17 05:31:56.3826|DEBUG|NetWork.Program|me
2021-07-17 05:32:22.5385|DEBUG|NetWork.Program|me
2021-07-17 05:32:56.1240|DEBUG|NetWork.Program|me
2021-07-17 05:33:52.5639|DEBUG|NetWork.Program|me
2021-07-17 05:34:11.3840|DEBUG|NetWork.Program|me
2021-07-17 05:34:52.6144|DEBUG|NetWork.Program|me
2021-07-17 05:35:11.0976|DEBUG|NetWork.Program|me
2021-07-17 05:35:52.2591|DEBUG|NetWork.Program|me
2021-07-17 05:36:12.0092|DEBUG|NetWork.Program|me
2021-07-17 05:36:52.5477|DEBUG|NetWork.Program|me
2021-07-17 05:37:26.4057|DEBUG|NetWork.Program|me
2021-07-17 05:37:52.5480|DEBUG|NetWork.Program|me
2021-07-17 05:38:26.4187|DEBUG|NetWork.Program|me
2021-07-17 05:39:07.5577|DEBUG|NetWork.Program|me
2021-07-17 05:39:26.3988|DEBUG|NetWork.Program|me
2021-07-17 05:39:52.2505|DEBUG|NetWork.Program|me
2021-07-17 05:40:26.3913|DEBUG|NetWork.Program|me
2021-07-17 05:40:52.5369|DEBUG|NetWork.Program|me
2021-07-17 05:41:26.0823|DEBUG|NetWork.Program|me
2021-07-17 05:42:22.5893|DEBUG|NetWork.Program|me
2021-07-17 05:42:41.4199|DEBUG|NetWork.Program|me
2021-07-17 05:43:07.5544|DEBUG|NetWork.Program|me
